acceptability,Air Bag-Frontal-Driver,Air Bag-Frontal-Passenger,Basic Miles/km,Basic Years,Body Style,brake type,Brakes-ABS,Car year,drivetrain,Gas Mileage city,Gas Mileage Hwy,MRP,Parking Aid,Passenger Capacity,Tire Pressure Monitor
unaccepted,1,1,36000,3,1,4,1,2011,3,21,29,22205,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,21,29,22405,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,21,29,24205,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,25,36,16405,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,25,36,18355,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,25,36,20405,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,25,36,21955,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,25,36,22405,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,25,36,23955,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,26,34,15605,0,5,1
accepted,1,1,36000,3,1,4,1,2011,3,26,34,17555,0,5,1
unaccepted,1,1,36000,3,1,4,1,2011,3,26,34,19605,0,5,1
accepted,1,1,36000,3,1,4,1,2012,3,14,19,54095,1,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,14,23,44125,0,5,1
accepted,1,1,36000,3,1,4,1,2012,3,15,23,48810,0,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,15,24,75600,0,2,1
unaccepted,1,1,36000,3,1,4,1,2012,3,16,23,29995,0,5,1
unaccepted,1,1,36000,3,1,4,1,2012,3,16,24,32280,0,4,1
accepted,1,1,36000,3,1,4,1,2012,3,16,24,35880,1,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,16,26,49600,0,2,1
unaccepted,1,1,36000,3,1,4,1,2012,3,16,26,56000,0,2,1
unaccepted,1,1,36000,3,1,4,1,2012,3,17,26,29710,0,4,1
accepted,1,1,36000,3,1,4,1,2012,3,17,26,33710,0,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,17,26,40310,0,4,1
accepted,1,1,36000,3,1,4,1,2012,3,17,28,23280,0,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,17,28,25280,0,4,1
accepted,1,1,36000,3,1,4,1,2012,3,17,28,28430,1,4,1
accepted,1,1,36000,3,1,4,1,2012,3,18,27,25195,0,5,1
accepted,1,1,36000,3,1,4,1,2012,3,18,29,24480,0,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,19,29,22310,0,4,1
unaccepted,1,1,36000,3,1,4,1,2012,3,19,29,26310,0,4,1
accepted,1,1,36000,3,1,4,1,2013,3,14,21,111600,0,2,1
unaccepted,1,1,36000,3,1,4,1,2013,3,14,23,38995,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,14,23,44195,1,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,15,23,29995,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,15,23,29995,1,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,15,24,54200,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,15,24,75600,0,2,1
accepted,1,1,36000,3,1,4,1,2013,3,15,26,30750,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,15,26,34750,0,4,1
accepted,1,1,36000,3,1,4,1,2013,3,15,26,42200,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,16,24,32635,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,16,26,49600,0,2,1
unaccepted,1,1,36000,3,1,4,1,2013,3,16,26,56000,0,2,1
unaccepted,1,1,36000,3,1,4,1,2013,3,17,28,23345,0,4,1
accepted,1,1,36000,3,1,4,1,2013,3,17,28,25760,0,4,1
accepted,1,1,36000,3,1,4,1,2013,3,18,27,26295,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,18,27,26295,1,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,19,29,22200,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,19,29,26200,0,4,1
unaccepted,1,1,36000,3,1,4,1,2013,3,22,31,22515,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,22,31,22715,0,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,22,31,24015,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,22,31,24215,0,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,28,36,17965,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,28,36,20015,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,28,39,18765,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,28,39,20815,0,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,28,39,22265,0,5,1
unaccepted,1,1,36000,3,1,4,1,2013,3,28,39,22315,0,5,1
accepted,1,1,36000,3,1,4,1,2013,3,28,39,23765,0,5,1
accepted,1,1,36000,3,1,4,1,2014,3,13,19,72305,0,4,1
unaccepted,1,1,36000,3,1,4,1,2014,3,16,24,33355,0,4,1
accepted,1,1,36000,3,1,4,1,2014,3,17,28,23555,0,4,1
accepted,1,1,36000,3,1,4,1,2014,3,17,28,25855,0,4,1
accepted,1,1,36000,3,1,4,1,2014,3,17,29,53000,0,2,0
unaccepted,1,1,36000,3,1,4,1,2014,3,17,29,57000,0,2,0
unaccepted,1,1,36000,3,1,4,1,2015,3,13,19,72305,0,4,1
accepted,1,1,36000,3,1,4,1,2015,3,14,19,55505,1,4,1
accepted,1,1,36000,3,1,4,1,2015,3,15,22,79000,0,2,0
unaccepted,1,1,36000,3,1,4,1,2015,3,16,24,33505,0,4,1
unaccepted,1,1,36000,3,1,4,1,2015,3,17,28,23705,0,4,1
accepted,1,1,36000,3,1,4,1,2015,3,17,28,26005,0,4,1
unaccepted,1,1,36000,3,1,4,1,2015,3,17,29,55000,0,2,0
accepted,1,1,36000,3,1,4,1,2015,3,17,29,60000,0,2,0
accepted,1,1,36000,3,1,4,1,2016,3,15,22,79400,0,2,0
accepted,1,1,36000,3,1,4,1,2016,3,15,22,79400,1,2,0
accepted,1,1,36000,3,1,4,1,2016,3,16,25,36300,0,4,0
unaccepted,1,1,36000,3,1,4,1,2016,3,17,29,55400,0,2,0
unaccepted,1,1,36000,3,1,4,1,2016,3,17,29,55400,1,2,0
accepted,1,1,36000,3,1,4,1,2016,3,17,29,60400,0,2,0
accepted,1,1,36000,3,1,4,1,2016,3,17,29,60400,1,2,0
unaccepted,1,1,36000,3,1,4,1,2016,3,21,30,25700,0,4,0
unaccepted,1,1,36000,3,1,4,1,2018,3,14,20,61500,1,4,1
unaccepted,1,1,36000,3,1,4,1,2018,3,15,22,79495,0,2,0
unaccepted,1,1,36000,3,1,4,1,2018,3,15,22,79495,1,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,37000,0,4,1
accepted,1,1,36000,3,1,4,1,2018,3,16,25,55495,0,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,55495,1,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,60495,0,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,60495,1,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,65495,0,2,0
accepted,1,1,36000,3,1,4,1,2018,3,16,25,65495,1,2,0
accepted,1,1,36000,3,1,4,1,2018,3,20,30,25905,0,4,1
unaccepted,1,1,36000,3,1,4,1,2018,3,22,31,26700,0,4,1
accepted,1,1,36000,3,1,4,1,2019,3,13,19,120900,0,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,13,19,120900,1,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,14,20,62000,1,4,1
unaccepted,1,1,36000,3,1,4,1,2019,3,15,22,80900,0,2,0
accepted,1,1,36000,3,1,4,1,2019,3,15,22,80900,1,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,16,24,37000,0,4,1
unaccepted,1,1,36000,3,1,4,1,2019,3,16,25,55900,0,2,0
accepted,1,1,36000,3,1,4,1,2019,3,16,25,55900,1,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,16,25,60900,0,2,0
accepted,1,1,36000,3,1,4,1,2019,3,16,25,60900,1,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,16,25,65900,0,2,0
accepted,1,1,36000,3,1,4,1,2019,3,16,25,65900,1,2,0
unaccepted,1,1,36000,3,1,4,1,2019,3,16,27,31000,0,4,1
accepted,1,1,36000,3,1,4,1,2019,3,20,30,25000,0,4,1
accepted,1,1,36000,3,3,1,0,2015,3,16,25,33595,0,5,1
unaccepted,1,1,36000,3,3,1,0,2018,3,15,25,39995,1,5,1
accepted,1,1,36000,3,3,1,1,2014,1,15,23,33395,0,5,1
accepted,1,1,36000,3,3,1,1,2014,1,17,25,39980,1,5,1
accepted,1,1,36000,3,3,1,1,2014,1,18,26,30930,0,5,1
accepted,1,1,36000,3,3,1,1,2014,1,18,26,36130,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,1,18,27,32195,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,1,18,27,33895,0,5,1
accepted,1,1,36000,3,3,1,1,2014,1,18,27,36895,0,5,1
accepted,1,1,36000,3,3,1,1,2014,1,18,27,39895,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,1,18,27,44395,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,14,23,43385,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,14,23,44900,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,14,23,46385,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,14,23,48900,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,15,25,30695,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,18,27,26995,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,29,26780,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,29,29080,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,29,34280,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,30,31395,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,19,30,34395,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,30,37395,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,19,30,41895,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,19,31,29695,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,21,34,30345,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,21,34,32120,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,21,34,33480,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,22,31,22990,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,22,31,23190,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,22,31,24490,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,22,33,30600,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,22,34,21970,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,22,34,23935,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,23,32,24115,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,24,34,21955,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,24,34,23715,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,24,34,24880,0,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,26,35,21400,0,5,1
accepted,1,1,36000,3,3,1,1,2014,3,26,37,23565,1,5,1
unaccepted,1,1,36000,3,3,1,1,2014,3,26,37,24065,1,5,1
accepted,1,1,36000,3,3,1,1,2015,1,17,25,40220,1,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,26,31335,1,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,26,36255,1,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,27,30995,0,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,27,32995,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,1,18,27,34195,0,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,27,37570,0,5,1
accepted,1,1,36000,3,3,1,1,2015,1,18,27,40570,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,1,18,27,44895,0,5,1
accepted,1,1,36000,3,3,1,1,2015,1,22,31,27830,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,1,22,31,32780,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,13,22,62295,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,15,25,39995,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,15,25,47995,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,16,25,33595,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,19,29,27055,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,19,29,29485,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,19,29,34405,1,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,19,31,27995,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,19,31,29995,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,19,31,31695,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,19,31,35070,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,19,31,38070,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,19,31,42395,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,21,34,30495,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,21,34,32270,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,21,34,33630,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,22,31,23090,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,22,31,23290,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,22,31,24590,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,22,33,30780,1,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,22,34,22500,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,22,34,24035,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,23,32,24370,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,24,34,22105,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,24,34,23865,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,24,34,25030,0,5,1
unaccepted,1,1,36000,3,3,1,1,2015,3,26,35,21435,0,5,1
accepted,1,1,36000,3,3,1,1,2015,3,26,38,23170,1,5,1
accepted,1,1,36000,3,3,1,1,2015,3,26,38,23670,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,16,24,40385,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,17,24,31500,1,5,1
accepted,1,1,36000,3,3,1,1,2016,1,17,24,36420,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,18,27,30245,0,5,1
accepted,1,1,36000,3,3,1,1,2016,1,18,27,31995,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,18,27,34760,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,18,27,38095,0,5,1
accepted,1,1,36000,3,3,1,1,2016,1,18,27,41055,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,18,27,45190,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,19,25,35900,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,22,31,28115,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,1,22,31,33270,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,13,22,65945,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,15,25,39995,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,15,25,50995,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,16,25,33895,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,18,27,27220,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,18,27,29650,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,18,27,34570,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,19,31,27995,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,19,31,29995,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,19,31,32260,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,19,31,35595,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,19,31,38555,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,19,31,42690,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,21,34,30745,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,21,34,32745,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,21,34,34680,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,22,31,24425,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,22,33,31270,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,22,34,22750,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,22,34,24320,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,23,34,22205,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,23,34,24265,0,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,23,34,25580,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,26,33,21460,0,5,1
accepted,1,1,36000,3,3,1,1,2016,3,26,38,23225,1,5,1
unaccepted,1,1,36000,3,3,1,1,2016,3,26,38,23725,1,5,1
accepted,1,1,36000,3,3,1,1,2016,3,27,40,18640,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,16,24,42865,1,5,1
accepted,1,1,36000,3,3,1,1,2018,1,17,24,31970,1,5,1
accepted,1,1,36000,3,3,1,1,2018,1,17,24,39050,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,17,26,33845,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,18,27,31495,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,18,27,32995,1,5,1
accepted,1,1,36000,3,3,1,1,2018,1,18,27,38795,0,5,1
accepted,1,1,36000,3,3,1,1,2018,1,18,27,40045,0,5,1
accepted,1,1,36000,3,3,1,1,2018,1,19,26,41120,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,20,29,27285,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,1,20,29,32490,1,5,1
accepted,1,1,36000,3,3,1,1,2018,1,20,29,38990,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,13,22,66295,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,15,25,39995,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,15,25,51145,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,16,25,35495,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,16,25,40995,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,18,27,27690,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,18,27,30120,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,18,27,37200,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,19,30,28995,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,19,30,28995,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,19,30,30495,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,19,30,36295,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,19,30,37545,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,21,31,30490,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,21,31,36990,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,21,32,22215,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,21,32,23490,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,22,28,34700,0,4,1
unaccepted,1,1,36000,3,3,1,1,2018,3,22,30,25170,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,22,32,30310,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,22,32,35800,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,23,34,31970,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,23,34,32970,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,24,34,21870,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,24,34,22070,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,24,34,24270,1,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,24,34,24470,1,5,1
accepted,1,1,36000,3,3,1,1,2018,3,26,33,21285,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,26,35,25780,0,5,1
unaccepted,1,1,36000,3,3,1,1,2018,3,28,38,24100,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,28,38,24300,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,28,40,18940,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,29,38,20150,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,29,38,21750,0,5,1
accepted,1,1,36000,3,3,1,1,2018,3,31,42,21700,0,5,1
accepted,1,1,36000,3,3,1,1,2019,1,16,24,42975,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,17,24,32080,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,17,24,39160,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,17,26,40015,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,18,27,31720,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,18,27,33320,1,5,1
accepted,1,1,36000,3,3,1,1,2019,1,18,27,38895,0,5,1
accepted,1,1,36000,3,3,1,1,2019,1,18,27,40745,0,5,1
accepted,1,1,36000,3,3,1,1,2019,1,20,29,27775,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,20,29,32065,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,1,20,29,36340,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,13,22,65545,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,15,24,39995,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,16,25,35995,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,16,25,41695,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,18,26,27800,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,18,26,30230,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,18,26,37310,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,19,30,29220,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,19,30,29220,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,19,30,31495,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,19,30,36395,0,5,1
accepted,1,1,36000,3,3,1,1,2019,3,19,30,38245,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,21,31,22840,0,5,1
accepted,1,1,36000,3,3,1,1,2019,3,21,31,34340,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,22,32,30710,0,5,1
accepted,1,1,36000,3,3,1,1,2019,3,22,32,35950,1,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,23,34,24120,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,23,34,28580,1,5,1
accepted,1,1,36000,3,3,1,1,2019,3,23,34,32120,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,25,32,21340,0,5,1
accepted,1,1,36000,3,3,1,1,2019,3,25,36,19450,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,25,36,21150,0,5,1
accepted,1,1,36000,3,3,1,1,2019,3,26,35,26180,0,5,1
unaccepted,1,1,36000,3,3,1,1,2019,3,29,38,22250,0,5,1
unaccepted,1,1,36000,3,3,3,0,1997,3,19,28,21610,0,5,0
unaccepted,1,1,36000,3,3,3,0,1997,3,20,28,17995,0,6,0
accepted,1,1,36000,3,3,3,0,1997,3,20,28,18985,0,6,0
accepted,1,1,36000,3,3,3,0,1997,3,23,30,15900,0,5,0
accepted,1,1,36000,3,3,3,0,1997,3,23,30,16995,0,5,0
unaccepted,1,1,36000,3,3,3,0,1997,3,23,30,18990,0,5,0
accepted,1,1,36000,3,3,3,0,1997,3,23,30,20400,0,5,0
unaccepted,1,1,36000,3,3,3,0,1997,3,25,32,15100,0,5,0
unaccepted,1,1,36000,3,3,3,0,1997,3,25,32,18190,0,5,0
unaccepted,1,1,36000,3,3,3,0,1998,3,18,27,19525,0,5,0
unaccepted,1,1,36000,3,3,3,0,1998,3,19,28,18445,0,6,0
unaccepted,1,1,36000,3,3,3,0,1998,3,19,28,19525,0,6,0
unaccepted,1,1,36000,3,3,3,0,1998,3,22,22,15900,0,5,0
accepted,1,1,36000,3,3,3,0,1998,3,23,30,19090,0,5,0
accepted,1,1,36000,3,3,3,0,1998,3,24,31,15100,0,5,0
accepted,1,1,36000,3,3,3,0,1998,3,25,31,18290,0,5,0
unaccepted,1,1,36000,3,3,3,0,1999,3,18,27,19560,0,5,0
unaccepted,1,1,36000,3,3,3,0,1999,3,20,28,17560,0,5,0
accepted,1,1,36000,3,3,3,0,1999,3,20,28,18560,0,5,0
unaccepted,1,1,36000,3,3,3,0,1999,3,20,28,18960,0,5,0
accepted,1,1,36000,3,3,3,0,1999,3,22,29,16000,0,5,0
accepted,1,1,36000,3,3,3,0,1999,3,23,30,19190,0,5,0
accepted,1,1,36000,3,3,3,0,1999,3,25,31,15200,0,5,0
accepted,1,1,36000,3,3,3,0,1999,3,25,31,18390,0,5,0
unaccepted,1,1,36000,3,3,3,0,2000,3,19,29,17885,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,19,29,18935,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,20,32,18890,0,6,0
unaccepted,1,1,36000,3,3,3,0,2000,3,22,29,16150,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,23,30,15350,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,23,30,19340,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,25,31,18540,0,5,0
unaccepted,1,1,36000,3,3,3,0,2000,3,25,33,12315,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,25,33,13660,0,5,0
accepted,1,1,36000,3,3,3,0,2000,3,27,35,13660,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,20,27,18550,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,20,27,19325,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,21,32,19269,0,6,0
accepted,1,1,36000,3,3,3,0,2001,3,23,30,16200,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,23,30,16450,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,23,30,17200,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,23,30,17450,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,23,30,19590,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,23,30,19840,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,25,32,15400,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,25,32,15650,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,25,33,14320,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,26,32,18790,0,5,0
accepted,1,1,36000,3,3,3,0,2001,3,26,32,19040,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,28,36,12730,0,5,0
unaccepted,1,1,36000,3,3,3,0,2001,3,28,36,14320,0,5,0
accepted,1,1,36000,3,3,3,0,2002,3,21,32,20325,0,6,0
accepted,1,1,36000,3,3,3,0,2002,3,23,30,16300,0,5,0
accepted,1,1,36000,3,3,3,0,2002,3,23,30,16550,0,5,0
accepted,1,1,36000,3,3,3,0,2002,3,23,30,17300,0,5,0
